productId,productName,longDescription,nature_code,target_code
2566,Ceramide Lift & Firm - Tonique Purifiant,Cette formule biphase unique nettoie et purifie la peau en douceur et élimine toute trace d'impuretés. <br><br>Elle apaise la peau tout en procurant une sensation de douceur et de fraîcheur. <br><br>Soumis à des tests cliniques et dermatologiques.,NETTOYANT,FEMME
2567,Shampoing sec à l'Avoine et Céramideᴸᴵᴷᴱ - Shampoing sec tous types de cheveux,"Le Shampoing sec Klorane à l'Avoine et Céramideᴸᴵᴷᴱ a été spécifiquement conçu pour laver sans eau les cheveux. Sa nouvelle formule associe l'extrait d'Avoine adoucissant et le Céramideᴸᴵᴷᴱ protecteur à des poudres ultra-absorbantes, pour nettoyer, protéger et revitaliser pour 12H<sup>(1)</sup> les cheveux. Il offre une solution aux cheveux en leur redonnant fraîcheur et légèreté. Garanti sans aucun résidu. Adapté aux cheveux des hommes et des femmes. <br>
<p class=""mention9"">(1)Test d'usage consommateur, 66 sujets après 21 jours</p><p style=""text-align: center;""><span style=""font-size:18px;""><u><a href=https://www.sephora.fr/aide-sephora><span style=""background-color:#ffffff;"">Contacter nos Pharmaciens</span></a></u></span></p>

<p class=""mention9""><strong>- Besoin de conseils ? Nos pharmaciens vous r&eacute;pondent</strong></p>

<p class=""mention9"">Vous avez besoin de conseils pour trouver le soin qui correspond &agrave; votre peau ou identifier la routine parfaite ? Contactez nos pharmaciens, ils vous r&eacute;pondront le plus rapidement possible !</p>",SHAMPOINGS,FEMME
2568,Dream Oasis Deep Hydration - Sérum Hydratant Visage,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_CLEAN_SEAL_RVB.png""><br><br>Ce sérum gélifié léger pénètre instantanément la peau pour améliorer son hydratation.
<br><br>
Formulé avec des ingrédients qui retiennent l’humidité tels que le squalane, la glycérine et l’acide hyaluronique, ce sérum rafraîchissant et non gras aide à améliorer l’apparence des ridules et laisse la peau douce et soyeuse.
<br><br>
Par ailleurs, son mélange de farine d’avoine colloïdale, de camomille et d’aloe vera réconforte la peau. À utiliser séparément pour les peaux grasses ou à tendance acnéique, ou comme première couche d’hydratation pour les peaux plus sèches.<p>Pour découvrir nos partis-pris Clean at Sephora et Planet aware at Sephora, cliquez <a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.sephora.fr/beaute-responsable.html"">ici</a></p>",SERUM,FEMME
2569,Sauvage - Eau de parfum pour homme - Écrin cadeau,"Intemporel parfum pour homme, Sauvage Eau de Parfum révèle un sillage inspiré des grands espaces dont il traduit le caractère à la fois noble et rude dans des notes de bergamote Reggio de Calabre et d'absolu vanille de Papouasie. <br><br>

Pour les fêtes, l'étui de l'eau de parfum revêt les motifs de l'atelier des rêves Dior, pour agrémenter la fragrance de l'esprit de la saison imaginé par la Maison. Cadeau pré-emballé, l'eau de parfum Sauvage viendra enchanter vos proches. <br><br>

Frais et sensuel, Sauvage Eau de Parfum joue la carte de la dualité, entre puissance et noblesse.",EAUPARFUM,HOMME
2570,Okara Color - Shampooing Eclat,"Le shampoing usage fréquent aux actifs 100% d’origine naturelle et sans silicone, à utiliser en première étape du rituel éclat lumière de René Furterer, pour laver en douceur et raviver la luminosité des cheveux blonds naturels, méchés ou décolorés. Sa formule pailletée forme une mousse légère délicatement parfumée et favorise la réparation des cheveux : la chevelure est éclatante de beauté.<br><p style=""text-align: center;""><span style=""font-size:18px;""><u><a href=https://www.sephora.fr/aide-sephora><span style=""background-color:#ffffff;"">Contacter nos Pharmaciens</span></a></u></span></p>

<p class=""mention9""><strong>- Besoin de conseils ? Nos pharmaciens vous r&eacute;pondent</strong></p>

<p class=""mention9"">Vous avez besoin de conseils pour trouver le soin qui correspond &agrave; votre peau ou identifier la routine parfaite ? Contactez nos pharmaciens, ils vous r&eacute;pondront le plus rapidement possible !</p>",SHAMPOINGS,FEMME
2571,Luxury Palette The Rock Chick - Palette de 4 fards à paupières,"Ces fards à paupières facilitent l’application de votre maquillage&nbsp;! La palette de fards à paupières Luxury Palette, couleur The Rock Chick, présente des couleurs permettant de créer un smokey eyes<sup>(1)</sup> sexy et sensuel. Ce quatuor présente des teintes gris argenté, charbon et gris noir pailleté pour créer un maquillage nonchalant qui attise la convoitise&nbsp;!
<br><br>
EN QUOI LA PALETTE DE FARDS À PAUPIÈRES LUXURY EST-ELLE MAGIQUE&nbsp;?
<br><br>
- Obtenez un look parfait aussi bien pour aller travailler, sortir le soir ou faire la fête en quelques minutes seulement&nbsp;!<br>
- Des teintes très pigmentées vous permettent d’obtenir une couleur longue tenue qui évolue tout au long de la journée.<br>
- Les teintes sont toutes codées par couleur, ce qui permet d’obtenir un rendu professionnel sans effort.<br>
- Idéale si vous voulez un maquillage des yeux intemporel pour toutes les occasions&nbsp;!<br><br><p class=""mention9"">(1)yeux charbonneux</p>",PALETYEUX,FEMME
2572,Ceramic Slip - Nettoyant visage ,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_CLEAN_SEAL_RVB.png""><br><br>Un mélange de quatre savons  doux à base d'ingrédients végétaux qui décolle et élimine la saleté et les impuretés de la surface de la peau. <br><br>L'argile verte extrait les impuretés, le sébum, la pollution et le maquillage incrustés dans les pores, tandis que les esters d'huile de riz protègent la peau contre la déshydratation. Bonjour l'hydratation et la propreté ! <br><br>Nettoyant moussant universel adapté à toutes les peaux, même les plus sensibles, Ceramic Slip laisse la peau plus douce, plus propre, plus équilibrée et éclatante. <br>Sa formule nettoyante agit tout en douceur pour être utilisée au quotidien, matin et soir - et le teint s'en trouve sublimé.

<br><br><p>Pour découvrir nos partis-pris Clean at Sephora et Planet aware at Sephora, cliquez <a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.sephora.fr/beaute-responsable.html"">ici</a></p>",NETTOYANT,FEMME
2573,Color Care Blond Parfait - Shampoing Correcteur Violet,"Le shampooing correcteur aux pigments violets Moroccanoil combat les effets cuivrés des cheveux blonds, méchés et gris. La formule nettoyante douce contient des pigments violets qui permettent d'aider à neutraliser les tons oranges et jaunes, d'aider à réparer les cheveux et d'aider à raviver les reflets. Elle contient également la technologie ArganID™ pour aider à réparer les cheveux.",SHAMPOINGS,FEMME
2574,Multi-Intensive - Crème Haute Exigence Jour,"<img style=""width:8%; display:inline-block;"" src=""LP/sephora/goodFor/goodFor_planet.png?$staticlink$?q=75"" alt=""Certified organic - Vegan"">
<br><br>Le traitement anti-âge jour des femmes de 50 ans : Opération densité & fermeté !<br><br>

Le soin jour anti-âge redensifiant, à la texture onctueuse, qui hydrate, redensifie la peau à tous les niveaux, lutte contre son relâchement, atténue les rides profondes, prévient l’apparition des tâches et illumine la peau. <br>
Jour après jour, le visage est instantanément éclairé, lissé et resplendit de santé.<br><br>

Le secret de cette crème visage ? <br><br>
Une association de plantes à l’efficacité prouvée dont l’extrait d’harungana bio pour redensifier la peau et le complexe anti-pollution clarins pour la protéger des agressions.<br><br>

Comment l’Harungana de Madagascar agit contre la perte de densité ?<br><br>
Arbre guérisseur au puissant pouvoir régénérateur, l’harungana, favorise la synthèse de collagène pour une peau plus ferme, et redensifiée. Les Laboratoires Clarins utilisent des feuilles d’harungana certifié équitable et bio, elles sont cueillies et séchées par les habitants de Joffreville, village situé dans la partie nord de Madagascara.<br><br>

Bénéfices :<br><br>
- Illumine et lisse instantanément<br>
- Redensifie la peau à tous les niveaux<br>
- Atténue les rides profondes<br>
- Lifte et lutte contre le relâchement<br>
- Nourrit et hydrate durablement<br>
- Prévient les taches<br><br>

Pour qui&nbsp;?<br><br>
Pour les femmes de 50 ans à la recherche d’un soin visage anti âge qui agit sur les signes visibles de l'âge : rides profondes, taches, perte d’élasticité, perte de luminosité, vieillissement cutané.<br>
Types de peaux : toutes peaux.<br><br><span style=""font-weight: bold;"">
GOOD FOR A BETTER PLANET*</span><br>
Des emballages éco-conçus et/ou un sourcing responsable des ingrédients<br>
*Bons gestes pour prendre mieux soin de la planète",CREM JOUR,FEMME
2575,Low-Poo Delight® - Nettoyant Mousse Légère Pour Une Hydratation Légère,"Ce nettoyant peu moussant, formulé à partir d'ingrédients qui préservent une hydratation légère, laissera vos boucles sèches à la texture fine plus douces, définies et souples.",SHAMPOINGS,FEMME
2576,FEELIN' GOOD For Her - Coffret Eau De Parfum,"<p>Feel-good, la fragrance mêle des notes pétillantes d'agrumes, de pêche et de freesia avant de révéler un sillage boisé addictif de vétiver croustillant et de musc.<br></p>",COFFRET,FEMME
2577,Wild night : The evening kit - Coffret soin visage du soir,"<img style=""width:8%; display:inline-block;"" src=""LP/sephora/goodFor/goodFor_vegan_.png?$staticlink$?q=75"" alt=""Certified organic - Vegan""><br><br>Le coffret soin visage du soir Wild Night<br>
La nuit tombe, la lune s'élève : l'heure de votre routine soin visage nettoyante, exfoliante et hydratante du soir a sonné. Les étoiles se sont alignées pour vous offrir une peau éclatante de beauté.<br>
Ce coffret contient :<br>
Gelée nettoyante Beste™ No. 9, 60 ml/2 fl oz <br>
Ce nettoyant visage innovant élimine toute trace de maquillage, l'excès de sébum, la pollution et toutes les impuretés accumulées par la peau au cours de la journée.<br><br>

Crème visage Lala Retro™, 50 ml/1.69 fl oz<br>
Cette crème fouettée aux multiples facettes soutient la barrière cutanée en la renforçant et en la protégeant contre les agressions du quotidien.<br><br>

Sérum de nuit à l'acide glycolique T.L.C. Framboos™, 15 ml/.5 fl oz<br>
Ce sérum visage aux AHA/BHA ravive l'éclat des peaux ternes en éliminant en douceur les cellules mortes.<br><br>

Baume contour des yeux Ceramighty™ AF, 5 ml/.16 fl oz
Enveloppant et repulplant, ce baume offre une hydratation durable tout en améliorant l'élasticité de la peau pour un regard frais et reposé.<br><br><span style=""font-weight: bold;"">GOOD FOR VEGAN*</span><br>Des produits sans ingrédient d’origine animale<br>*Bon pour les végétaliens",COFFRET,FEMME
2578,Light Work - Huile Démaquillante au Rosier Sauvage peaux sensibles,"<img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_DOUBLE_SEAL_RVB.png""><img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_NATURALITY_SEAL_RVB.png""><img style=""width:18%; display:inline-block;"" src=""https://edge.disstg.commercecloud.salesforce.com/dw/image/v2/BCZG_STG/on/demandware.static/-/Library-Sites-SephoraV2/default/v575c67102dd6790f4395f1ba20e06f5148b020bf/LP/beaute-bio-vegan-naturelle/SEPHORA_SUSTAINABILITY_VEGAN_SEAL_RVB.png""><br><br>Douce mais ultra efficace, l’huile démaquillante Pai au Rosier Sauvage élimine en un clin d’œil le maquillage, l’écran solaire et les impuretés. La peau est douce, propre, sans irritation. Cette huile 100 % naturelle est cliniquement prouvée pour les peaux sensibles et dissout facilement les impuretés et le maquillage des yeux, y compris le mascara waterproof. Sans frotter, sans picoter, tout va bien.<br><br>
 Le Poids Lourd des Démaquillants<br><br>
Un concentré d'efficacité : grâce à l’huile de Rosier Sauvage riche en oméga et issue d’un procédé expert d’extraction, cette formule sans picotement laisse la peau éclatante. Dure contre le maquillage, douce pour la peau.<br><br>
Cliniquement prouvé pour les peaux sensibles<br><br>
Comme tous les produits Pai, Light Work a fait l’objet de tests cliniques et a été approuvé pour les peaux sensibles.<br>
Light Work est certifié COSMOS Organic – une norme qui garantit la gestion durable et l’utilisation efficace des ressources naturelles. Il est également certifié vegan.


<br><br><div><p><strong>Naturality : </strong>Des produits formulés à partir d’ingrédients d’origine naturelle. </p></div><div><p><strong>Vegan : </strong>Des produits sans ingrédient d’origine animale.</p></div><p>Pour découvrir nos partis-pris Clean at Sephora et Planet aware at Sephora, cliquez <a target=""_blank"" rel=""noopener noreferrer"" href=""https://www.sephora.fr/beaute-responsable.html"">ici</a></p>",NETTOYANT,FEMME
2579,La Mousse Démaquillante,"<span style=""font-weight: bold;"">Cette mousse nettoyante La Mer douce purifie la peau délicate.</span><br>
En extrayant les impuretés et l’excès de sébum, ce nettoyant léger laisse une peau douce et énergisée pour obtenir un teint lumineux, frais et sain.<br><br>

La mousse nettoyante est conçue avec des <span style=""font-weight: bold;"">fibres d'algues marines et de la poudre de perles blanches</span>, qui purifient et dynamisent la peau en douceur pour un teint éclatant et d'apparence saine.<br><br>

Le <span style=""font-weight: bold;"">Miracle Broth™</span> infuse la peau de précieux nutriments, la plongeant dans un bain d'hydratation et d'énergie.<br><br>

Cette mousse éclaircissante est idéale pour tous ceux qui veulent un teint lumineux et d'apparence saine.",NETTOYANT,FEMME
2580,Diorshow Pump 'N' Volume - Mascara - 90 % d'ingrédients d'origine naturelle,"Diorshow Pump 'N' Volume est le mascara squeezable<sup>(1)</sup>  de Dior à la formule soin composée à 90 %<sup>(2)</sup> d'ingrédients d'origine naturelle. Il habille le regard d’un volume XXL pour révéler un maquillage des yeux haute définition.
<br><br>
Comme démultipliés, les cils revêtent une couleur intense à la tenue 24 h<sup>(3)</sup> .
<br><br>
Infusé en extrait de fleur de bleuet, le mascara Diorshow Pump 'N' Volume a été développé pour correspondre aux yeux les plus sensibles. Cette formule soin galbe visiblement les cils et les rend comme plus forts : à chaque utilisation du mascara, ils paraissent gainés, et leur volume est amplifié de 200 %<sup>(4)</sup> .
<br><br><p class=""mention9"">(1)  À presser.<br></p><p class=""mention9"">(2) Valeur calculée sur la base de la norme ISO 16128-1 et ISO 16128-2. Pourcentage d’eau inclus. Les ingrédients restants participent à la performance, sensorialité et stabilité de la formule.</p><p class=""mention9"">(3)  Test instrumental sur 21 sujets.</p><p class=""mention9"">(4) Test instrumental sur 16 sujets.</p>",MASCARAS,FEMME
2581,Delirium Floral - Coffret Corps & Bain,"Plongez dans un tourbillon d'effluves enivrantes grâce au coffret Delirium Floral et ses notes d'iris et de patchouli.
<br> <br>
Retrouvez dans ce coffret fleuri et coloré une bougie décorative parfumée, un gommage corps granité et une crème pour les mains aux huiles d'avocat bio et pépin de figue de Barbarie ainsi qu'un gel douche à l'huile végétale de coco cuite au chaudron.
<br> <br>
- Crème mains <br>
La Crème Mains Delirium Floral renferme une formule exclusive qui allie variété et concentration inédite chez BaÏja d'ingrédients d'origine naturelle. <br> Elle est composée d'ingrédients aux vertus bénéfiques tels que des Huiles d'Avocat bio, de Noisette, de Pépins de Figue de Barbarie & de Pépins de Raisin, le tout enrichi en Cires d'abeille et de Jojoba.
<br> <br>
- Bougie parfumée<br>
Les Bougies Parfumées sont élaborées en Provence de façon artisanale, coulées et étiquetées à la main. <br> La cire ainsi que la mèche sont 100% d'origine végétale afin de permettre une restitution optimale des fragrances. <br> La Bougie Parfumée Delirium Floral dévoile des notes envoûtantes et poudrées d'Iris et de Patchouli.<br>  Tous les parfums sont rigoureusement sélectionnés auprès des meilleurs parfumeurs.
<br> <br>
- 1 Gommage<br>
Le Gommage Delirium Floral renferme une formule exclusive qui allie variété et concentration inédite chez Baïja d'ingrédients d'origine naturelle.<br>  Il se compose d'ingrédients aux vertus bénéfiques : des Sels fins non traités de Camargue ainsi que des Huiles d'Avocat bio, de Pépins de Figue de Barbarie, d'Olus & de Tournesol pour une exfoliation aussi efficace que douce pour votre peau.",COFFRET,FEMME
2582,i-Lust - Palette de fards à paupières,Cette palette de fard à paupières dispose de quatre poudres irisées soyeuses et deux crèmes. <br><br>Pour quel type de maquillage :<br>Cette palette est parfaite pour maquillage subtile et sexy. Elle vous accompagnera pour les fêtes.,PALETYEUX,FEMME
2583,Super Aqua Crème fraîcheur,"Protéger le jour, régénérer la nuit. 24h d’hydratation anti-âge<sup>(1)</sup> :<br>Au cœur de Super Aqua-Serum, best-seller de Guerlain depuis 25 ans, l’Aquacomplex purifie l’eau cellulaire<sup>(2)</sup> pour relancer les flux d’hydratation et de jeunesse et offrir à la peau une hydratation anti-âge idéale.<br>Dotée de l’Aquacomplex, Super Aqua-Crème Gel Jour offre une action anti-âge et multi-protectrice pour aider les peaux normales à mixtes à lutter contre les agressions quotidiennes. Rides et ridules sont lissées ; parfaitement hydratée et apaisée, la peau est fraiche et éclatante.<p class=""mention9"">(1)Tests instrumentaux - résultats à 12h pour chaque crème.</p><p class=""mention9"">(2)Tests in vitro</p>",CREM JOUR,FEMME
2585,Matte Lipstick - Rouge à lèvres mat,"<img style=""width:8%; display:inline-block;"" src=""LP/sephora/goodFor/goodFor_vegan_.png?$staticlink$?q=75"" alt=""Certified organic - Vegan""><br><br>

Une couleur hautement pigmentée pour vos lèvres, avec un fini lisse ultra-mat.<br><br>- Formule hautement pigmentée<br>- Fini mat très confortable <br>- 30 teintes<br><br>Catégories De Teintes<br>
Tons Neutres Légers : Peachy, Honey, Latte, Buff, Kiss, Spice, Staunch, Roses, Cotton Candy, Dead Roses, Stargazer, Soft Pink, Orchid<br><br>
Rouges Et Couleurs Baies : Ruby, Rosewood, Rage, Plumeria<br><br>
Tons Neutres Profonds : Stevie, Rum Punch, Cool Brown, Rouge, Brandy, Rust, Gris, Dusty Mauve, Griffin, Smoke, Resin, Dread, Affirmation, Insomniac, Cobalt, Midnight.

<br><br><span style=""font-weight: bold;"">GOOD FOR VEGAN*</span><br>Des produits sans ingrédient d’origine animale<br>*Bon pour les végétaliens
",RAL,FEMME
2586,Orchidée Impériale Brightening - Le Concentré de Lumière,"Enrichi d'une double technologie, le Concentré de Lumière Orchidée Impériale Brightening est un sérum créateur de lumière d'exception. La Technologie Cell Respiration<sup>(TM)</sup> aide à lutter contre l'hypoxie (manque d'oxygène des cellules) pour augmenter la longévité cellulaire<sup>(1)</sup> et transformer la peau en parfait vecteur de lumière. <br><br>

La Technologie Orchid Noble Light<sup>(TM)</sup> associe l'extrait de la précieuse orchidée Dendrobium nobile à un peptide illuminateur pour offrir une action globale sur les sources d'assombrissement de la peau et aider à recréer une lumière d'exception<sup>(1)</sup>.
Jour après jour, la peau retrouve l'éclat de sa jeunesse. <br><br>

Résultats visibles constatés par les femmes : <br>
- Le teint est éclaircit de 2 tons.<sup>(2)</sup><br>
- La peau est plus lumineuse. <sup>(3)</sup><br>
- L'apparence des taches est diminuée. <sup>(3)</sup><br><br>

Ingrédients principaux :<br>
L'Orchidée, matière première rare et précieuse, est l'essence même de la gamme de soins complets d'exception Orchidée Impériale. Véritable prodige de longévité, l'orchidée est l'espèce la plus développée du règne végétal. Convaincu de son exceptionnel potentiel, Guerlain lui a dédié son premier centre de recherche jamais offert à un ingrédient : l'Orchidarium<sup>(R)</sup>.<br><br>

Ce centre est constitué de 3 pôles complémentaires dirigés par la Recherche Guerlain : <br>
- Le Jardin Expérimental -Genève (Suisse)<br>
- Le Laboratoire Fondamental - Strasbourg (France) <br>
- La Réserve Exploratoire - TianZi (Yunnan, Chine)<br><br>

<p class=""mention9"">(1) Test in vitro sur ingrédients </p> <br>
<p class=""mention9"">(2) Evaluation clinique par un dermatologue sur 29 femmes asiatiques, après 2 mois d'utilisation bi-quotidienne</p> <br>
<p class=""mention9"">(3) Evaluation clinique par un dermatologue sur 33 femmes asiatiques, après 2 mois d'utilisation bi-quotidienne</p> ",SERUM,FEMME
2588,N°1 DE CHANEL - Sérum-En-Brume Revitalisant,"Le camélia rouge n’est pas une fleur comme les autres, c’est l’ingrédient N°1 DE CHANEL : une fleur aux pouvoirs revitalisants, qui doit sa jeunesse persistante à une extraordinaire énergie. <br>La Recherche de CHANEL lui a emprunté ses pouvoirs exceptionnels pour créer une nouvelle génération de produits de soins, de maquillage et une eau parfumée.<br>Au cœur de la ligne éco-responsable, N°1 DE CHANEL, l’extrait de camélia rouge intervient sur l’étape N°1 du vieillissement de la peau, prévient et corrige l’apparence des 5 signes de l’âge. Après l’application du rituel de soins N°1 DE CHANEL, les rides sont estompées, les pores visiblement affinés, l’élasticité de la peau retrouvée. Elle est plus confortable, éclatante de vitalité.<br><br>Aussi concentré que le sérum en extrait de camélia rouge, le sérum-en-brume N°1 DE CHANEL est une brume biphasée qui  préserve le capital jeunesse de la peau. Sa formule contient 97 % d’ingrédients d’origine naturelle et 40 % d’ingrédients dérivés du camélia. Enrichi en huile de camélia rouge protectrice et en eau de camélia rafraîchissante, il apporte confort et éclat à la peau.",SERUM,FEMME
2589,Kayali Utopia Vanilla Coco - Eau de parfum,"Plongez dans vos plus beaux songes, ceux où les nuages semblent à portée de main, et laissez-vous flotter allègrement au milieu d’étincelantes possibilités. Le bois de santal crémeux et les douces fleurs blanches se parachèvent de notes de lait de coco et de vanille Bourbon évoquant un sentiment de liberté pour vous transporter dans votre monde parfait, votre utopie. <br><br>
Vous retrouverez également quelques gouttes de cet élixir incontournable de l’été dans le N.Y.M.P.H. BODY DRIP d’Huda Beauty.
",EAUPARFUM,FEMME
2590,"Love, don't be shy - Eau de Parfum","<span style=""font-weight: bold;"">Love, don't be shy Eau de Parfum : l'innocence du premier amour.</span><br><br>

Cette innocence du premier amour se fait remarquer avec les notes vertes du <span style=""font-weight: bold;"">chèvrefeuille</span> et la splendeur d'une <span style=""font-weight: bold;"">rose</span> doucement caressées par un accord guimauve, comme la promesse d'une belle histoire.<br>
En fond, l'<span style=""font-weight: bold;"">ambre</span> chaud apporte une touche de sensualité, évoquant l'éventualité de la rencontre d'une nouvelle âme, à découvrir en profondeur.<br><br>

<span style=""font-weight: bold;"">LA FAMILLE OLFACTIVE:</span><br>
Fleurs narcotiques  - Ces eaux de parfum gourmandes évoquent de belles compositions florales.<br><br>

<span style=""font-weight: bold;"">LE PARFUMEUR :</span><br>
Calice Becker<br><br>

<span style=""font-weight: bold;"">LE FLACON :</span><br>
Une grande attention est placée dans chaque flacon de parfum rechargeable KILIAN PARIS, pour faire de ces derniers de véritables objets précieux.<br><br>

• Les flacon de parfum de la famille des fleurs narcotiques sont ornés d'une laque blanche et minutieusement gravé de chaque côté, d'un motif entremêlant porte, serpent, vigne et pomme - les symboles du péché originel - allusion au destin.<br>
• Une plaque de métal dorée sur laquelle est gravé, à la main, le nom du parfum apporte une touche de sophistication supplémentaire.<br> <br>

<span style=""font-weight: bold;"">DURABILITÉ :</span><br>
Selon Kilian Hennessy, le luxe devrait durer pour toujours.<br>
C'est pourquoi le flacon Love, don't be shy Eau de Parfum est rechargeable à l'infini grâce à la ressource Love, don't be shy 50ml.",EAUPARFUM,FEMME
2591,Mon Parfum - Eau de Parfum,"Un auto-portrait olfactif : flamboyant, sophistiqué, intense et subtil à la fois.<br>« C'est véritablement Mon Parfum. Comme tout ce que je crée et tout ce dont je m'entoure, il incarne mes goûts, mes passions, mes choix. Je l'ai réellement voulu comme un autoportrait, exprimant tout ce qui était proche de moi, un reflet de ma personnalité et un témoin de mon histoire. »<br>Paloma Picasso<br><br>Autour de la rose de Mai, Paloma Picasso tisse avec Mon Parfum une harmonie florale de jasmin, de jacinthe et de muguet, auxquels l’iris apporte douceur et élégance.<br>La bergamote italienne rafraîchit le départ. <br>L’ensemble est rehaussé par un mélange complexe d’aldéhydes et de notes épicées de coriandre et de girofle. <br><br>Les accords voluptueux de patchouli et de mousse de chêne, renforcés par les accents boisés du santal et du vétiver, confèrent sa personnalité au parfum. La civette et le musc lui apportent une sensualité animale, tandis que le tabac et l’ambre le réchauffent et l’amplifient.",EAUPARFUM,FEMME
2592,KissKiss Matte - Le Rouge Mat Hydratant,"Guerlain imagine KissKiss Matte, le rouge &agrave; l&egrave;vres mat hydratant et repulpant, intense comme un rouge &agrave; l&egrave;vres et confortable comme un baume ! L'imperceptible extrait de piment qui s'y glisse donne l'apparence d'une bouche volumineuse tandis que les huiles pr&eacute;cieuses et l'acide hyaluronique lissent et hydratent les l&egrave;vres. Le rouge se d&eacute;cline en 9 teintes envo&ucirc;tantes pour toutes les occasions. Le packaging iconique KissKiss se pare d'une robe dor&eacute;e et mate.<span style=""color: #ffffff"">Kiss Kiss kiss kiss</span><br />",RAL,FEMME
2593,Citron de Vigne - Eau de Parfum,"Citron de Vigne Eau de Parfum est un parfum pétillant aux agrumes inspiré de la Champagne française, concentré dans un flacon en verre artisanal. <br><br>« À mon retour d'une excursion spéciale en France à sillonner les vignobles champenois, j'ai partagé les récits de mon aventure avec Lev. Tout ce que j’ai pu expérimenter en ces lieux a été magique - le riche parfum de la terre, la douceur sucrée des grappes, les arômes voluptueux d’un champagne d’exception. Immédiatement inspiré, Lev a alors créé une expérience olfactive sur mesure pour célébrer ce mémorable voyage. » Alina Roytberg, Co-fondatrice de Fresh",EAUPARFUM,FEMME
2595,Liquid Glass - Sérum éclat à l'acide hyaluronique,"Ce soin hybride combine les bienfaits d'un sérum aux avantages du maquillage pour donner au teint un éclat frais et radieux à la pureté du cristal, en une seule étape ! <br><br>Cette formule unique contient de l'acide hyaluronique, qui aide à revitaliser les différentes couches de la peau en leur apportant l'hydratation dont elles ont besoin. Elle contient aussi le complexe naturel AquaCell, qui associe des extraits d'écorce de pastèque, de lentille et de pomme pour hydrater et raffermir durablement la peau.",SERUM,FEMME
2596,Mad Eyes - Mascara volume cil à cil sur-mesure,"MAD EYES Mascara offre un volume cil à cil sur-mesure : +112%<sup>(1)</sup> de volume immédiat. Les cils sont plus denses, plus longs et plus courbés pendant 24 heures<sup>(2)</sup>. Sa brosse douce en fibre est calibrée pour augmenter la charge du cil à chaque passage pour un volume spectaculaire tenue 24 heures<sup>(2)</sup> et water-résistant<sup>(2)</sup>. Sa formule unique infuse les cils de soin pour des cils de plus en plus beaux application après application. Après 4 semaines d'utilisation, même démaquillée, les fibres sont plus longues, la frange est plus dense et la courbe est augmentée. Sa formule résiste aux larmes et à l'humidité.<br><br>

<p class=""mention9"">(1) Test instrumental, 15 panélistes</p><br>
<p class=""mention9"">(2) Test instrumental, 22 femmes</p><br><br>

Ingrédients principaux :<br>
- La cire d'abeille enrobe chacun des cils un-à-un pour une frange bien nette sans paquet. Onctueuse, elle permet d'obtenir un volume sur-mesure suivant le nombre de passages de la brosse.<br>
- L'extrait de coton agit à deux niveaux du cil : en surface en lissant et en son cœur en densifiant les fibres<br>
- Le D-panthénol offre résistance et flexibilité pour qu'il soit plus facile de travailler les mini-fibres sans risque de les faire tomber. Cet actif contribue également à hydrater en continue au fil des applications.<br><br>

La gamme MAD EYES  allie la performance d'un produit de maquillage à l'efficacité d'un soin cosmétique. Pas de compromis, MAD EYES offre des formules pigmentées et longue tenue tout en renforçant la beauté naturelle du regard au fil des applications. <br><br>

Une philosophie qui prend forme dans des textures sensorielles enrichies en actifs aux effets soin et qui se décline dans une routine pour un regard spectaculaire.",MASCARAS,FEMME
